months_loan_duration,credit_history,purpose,amount,percent_of_income,years_at_residence,age,other_credit,housing,existing_loans_count,job,dependents,phone,default
36,good,car,3249,2,4,39,bank,other,1,management,2,yes,no
6,critical,furniture/appliances,1957,1,4,31,none,own,1,skilled,1,no,no
9,critical,furniture/appliances,2406,2,3,31,none,own,1,management,1,no,no
39,poor,education,11760,2,3,32,none,rent,1,skilled,1,yes,no
12,good,furniture/appliances,2578,3,4,55,none,other,1,management,1,no,no
36,critical,furniture/appliances,2348,3,2,46,none,own,2,skilled,1,yes,no
12,good,car,1223,1,1,46,none,rent,2,skilled,1,no,yes
24,critical,furniture/appliances,1516,4,1,43,none,own,2,unskilled,1,no,no
18,good,furniture/appliances,1473,3,4,39,none,own,1,skilled,1,yes,no
18,critical,business,1887,4,4,28,bank,own,2,skilled,1,no,no
24,poor,business,8648,2,2,27,bank,own,2,skilled,1,yes,yes
14,poor,car,802,4,2,27,none,own,2,unskilled,1,no,no
18,poor,car,2899,4,4,43,none,own,1,skilled,2,no,no
24,good,furniture/appliances,2039,1,1,22,none,own,1,skilled,1,yes,yes
24,critical,car,2197,4,4,43,none,own,2,skilled,2,yes,no
15,good,furniture/appliances,1053,4,2,27,none,own,1,skilled,1,no,no
24,good,furniture/appliances,3235,3,2,26,none,own,1,management,1,yes,no
12,critical,car,939,4,2,28,none,own,3,skilled,1,yes,yes
24,good,furniture/appliances,1967,4,4,20,none,own,1,skilled,1,yes,no
33,critical,car,7253,3,2,35,none,own,2,management,1,yes,no
12,critical,business,2292,4,2,42,store,own,2,management,1,yes,yes
10,good,car,1597,3,2,40,none,rent,1,unskilled,2,no,no
24,good,car,1381,4,2,35,none,own,1,skilled,1,no,yes
36,critical,car,5842,2,2,35,none,own,2,skilled,2,yes,no
12,good,car,2579,4,1,33,none,own,1,unskilled,2,no,yes
18,poor,education,8471,1,2,23,none,rent,2,skilled,1,yes,no
21,good,car,2782,1,2,31,bank,own,1,management,1,no,no
18,good,car,1042,4,2,33,none,own,1,skilled,1,no,yes
15,good,car,3186,2,3,20,none,rent,1,skilled,1,no,no
12,good,car,2028,4,2,30,none,own,1,skilled,1,no,no
12,critical,car,958,2,3,47,none,own,2,unskilled,2,no,no
21,poor,furniture/appliances,1591,4,3,34,none,own,2,management,1,no,no
12,good,furniture/appliances,2762,1,2,25,bank,own,1,skilled,1,yes,yes
18,good,car,2779,1,3,21,none,rent,1,skilled,1,yes,no
28,critical,furniture/appliances,2743,4,2,29,none,own,2,skilled,1,no,no
18,critical,furniture/appliances,1149,4,3,46,none,own,2,skilled,1,no,no
9,good,furniture/appliances,1313,1,4,20,none,own,1,skilled,1,no,no
18,critical,renovations,1190,2,4,55,none,other,3,unemployed,2,no,yes
5,good,business,3448,1,4,74,none,own,1,unskilled,1,no,no
24,good,car0,11328,2,3,29,bank,own,2,management,1,yes,yes
6,critical,furniture/appliances,1872,4,4,36,none,other,3,management,1,yes,no
24,critical,renovations,2058,4,2,33,none,own,2,skilled,1,yes,no
9,good,furniture/appliances,2136,3,2,25,none,own,1,skilled,1,no,no
12,good,furniture/appliances,1484,2,1,25,none,own,1,skilled,1,yes,yes
6,good,renovations,660,2,4,23,none,rent,1,unskilled,1,no,no
24,critical,car,1287,4,4,37,none,own,2,skilled,1,yes,no
42,critical,renovations,3394,4,4,65,none,own,2,unemployed,1,no,no
12,very good,business,609,4,1,26,none,own,1,unemployed,1,no,yes
12,good,car,1884,4,4,39,none,own,1,management,1,yes,no
12,good,furniture/appliances,1620,2,3,30,none,own,1,skilled,1,no,no
20,poor,car0,2629,2,3,29,bank,own,2,skilled,1,yes,no
12,good,education,719,4,4,41,bank,own,1,unskilled,2,no,yes
48,critical,furniture/appliances,5096,2,3,30,none,own,1,management,1,yes,yes
9,critical,education,1244,4,4,41,none,rent,2,unskilled,1,no,no
36,good,car,1842,4,4,34,none,own,1,skilled,1,yes,yes
7,good,furniture/appliances,2576,2,2,35,none,own,1,skilled,1,no,no
12,good,furniture/appliances,1424,3,4,55,none,own,1,management,1,yes,no
15,poor,renovations,1512,3,3,61,store,own,2,skilled,1,no,yes
36,critical,car,11054,4,2,30,none,own,1,management,1,yes,no
6,good,furniture/appliances,518,3,1,29,none,own,1,skilled,1,no,no
12,perfect,furniture/appliances,2759,2,4,34,none,own,2,skilled,1,no,no
24,good,car,2670,4,4,35,none,own,1,management,1,yes,no
24,good,car,4817,2,3,31,none,own,1,skilled,1,yes,yes
24,good,car,2679,4,1,29,none,own,1,management,1,yes,no
11,critical,car,3905,2,2,36,none,rent,2,skilled,2,no,no
12,good,car,3386,3,4,35,none,other,1,skilled,1,yes,yes
6,good,furniture/appliances,343,4,1,27,none,own,1,skilled,1,no,no
18,good,furniture/appliances,4594,3,2,32,none,own,1,skilled,1,yes,no
36,good,furniture/appliances,3620,1,2,37,none,own,1,skilled,2,no,no
15,good,car,1721,2,3,36,none,own,1,skilled,1,no,no
12,good,furniture/appliances,3017,3,1,34,none,rent,1,management,1,no,no
12,good,education,754,4,4,38,none,own,2,skilled,1,no,no
18,good,business,1950,4,1,34,store,own,2,skilled,1,yes,no
24,good,car,2924,3,4,63,bank,own,1,skilled,2,yes,no
24,poor,furniture/appliances,1659,4,2,29,none,rent,1,unskilled,1,yes,yes
48,poor,furniture/appliances,7238,3,3,32,bank,own,2,skilled,2,no,no
33,poor,business,2764,2,2,26,none,own,2,skilled,1,yes,no
24,poor,car,4679,3,3,35,none,own,2,unskilled,1,yes,no
24,good,furniture/appliances,3092,3,2,22,none,rent,1,skilled,1,yes,yes
6,good,education,448,4,4,23,none,own,1,skilled,1,no,yes
9,good,car,654,4,3,28,none,own,1,unskilled,1,no,yes
6,good,education,1238,4,4,36,none,own,1,management,2,yes,no
18,critical,furniture/appliances,1245,4,2,33,none,own,1,skilled,1,no,yes
18,perfect,furniture/appliances,3114,1,4,26,none,rent,1,skilled,1,no,yes
39,good,car,2569,4,4,24,none,own,1,skilled,1,no,no
24,good,furniture/appliances,5152,4,2,25,bank,own,1,skilled,1,no,no
12,good,business,1037,3,4,39,none,own,1,unskilled,1,no,no
15,critical,furniture/appliances,1478,4,4,44,none,own,2,skilled,2,yes,no
12,critical,furniture/appliances,3573,1,1,23,none,own,1,unskilled,1,no,no
24,good,car,1201,4,1,26,none,own,1,skilled,1,no,no
30,good,furniture/appliances,3622,4,4,57,none,rent,2,skilled,1,yes,no
15,poor,furniture/appliances,960,3,2,30,none,own,2,skilled,1,no,no
12,critical,car,1163,4,4,44,none,own,1,skilled,1,yes,no
6,poor,car,1209,4,4,47,none,own,1,management,1,yes,yes
12,good,furniture/appliances,3077,2,4,52,none,own,1,skilled,1,yes,no
24,good,car,3757,4,4,62,none,other,1,skilled,1,yes,no
10,good,car,1418,3,2,35,none,rent,1,unskilled,1,no,no
6,good,car,3518,2,3,26,none,rent,1,skilled,1,no,no
12,critical,furniture/appliances,1934,2,2,26,none,own,2,skilled,1,no,no
27,perfect,business,8318,2,4,42,none,other,2,management,1,yes,yes
6,critical,furniture/appliances,1237,1,1,27,none,own,2,skilled,1,no,no
6,good,furniture/appliances,368,4,4,38,none,own,1,skilled,1,no,no
12,critical,car,2122,3,2,39,none,rent,2,unskilled,2,no,no
24,good,furniture/appliances,2996,2,4,20,none,own,1,skilled,1,no,yes
36,good,furniture/appliances,9034,4,1,29,none,rent,1,management,1,yes,yes
24,critical,furniture/appliances,1585,4,3,40,none,own,2,skilled,1,no,no
18,good,furniture/appliances,1301,4,2,32,none,own,1,unskilled,1,no,no
6,critical,car,1323,2,4,28,none,own,2,skilled,2,yes,no
24,good,car,3123,4,1,27,none,own,1,skilled,1,no,yes
36,good,car,5493,2,4,42,none,other,1,skilled,2,no,no
9,good,furniture/appliances,1126,2,4,49,none,own,1,skilled,1,no,no
24,critical,furniture/appliances,1216,4,4,38,bank,own,2,skilled,2,no,yes
24,good,car,1207,4,4,24,none,rent,1,skilled,1,no,yes
10,good,car,1309,4,4,27,none,own,1,unskilled,1,no,yes
15,critical,car,2360,2,2,36,none,own,1,skilled,1,yes,no
15,very good,car,6850,1,2,34,none,own,1,management,2,yes,yes
24,good,furniture/appliances,1413,4,2,28,none,own,1,skilled,1,no,no
39,good,car,8588,4,2,45,none,own,1,management,1,yes,no
12,good,car,759,4,2,26,none,own,1,skilled,1,no,yes
36,good,car,4686,2,2,32,none,other,1,management,1,yes,no
15,good,business,2687,2,4,26,none,rent,1,skilled,1,yes,no
12,poor,furniture/appliances,585,4,4,20,none,rent,2,skilled,1,no,no
24,good,car,2255,4,1,54,none,own,1,skilled,1,no,no
6,critical,car,609,4,3,37,none,own,2,skilled,1,no,no
6,critical,car,1361,2,4,40,none,own,1,unskilled,2,no,no
36,critical,furniture/appliances,7127,2,4,23,none,rent,2,skilled,1,yes,yes
6,good,car,1203,3,2,43,none,own,1,skilled,1,yes,no
6,critical,furniture/appliances,700,4,4,36,none,other,2,skilled,1,no,no
24,critical,renovations,5507,3,4,44,none,other,2,skilled,1,no,no
18,good,furniture/appliances,3190,2,2,24,none,own,1,skilled,1,no,yes
48,perfect,furniture/appliances,7119,3,4,53,none,other,2,skilled,2,no,yes
24,good,car,3488,3,4,23,none,own,1,skilled,1,no,no
18,good,furniture/appliances,1113,4,4,26,none,own,1,unskilled,2,no,no
26,good,car,7966,2,3,30,none,own,2,skilled,1,no,no
15,critical,education,1532,4,3,31,none,own,1,skilled,1,no,no
4,critical,furniture/appliances,1503,2,1,42,none,own,2,unskilled,2,no,no
36,good,furniture/appliances,2302,4,4,31,none,rent,1,skilled,1,no,yes
6,good,car,662,3,4,41,none,own,1,unskilled,2,yes,no
36,good,education,2273,3,1,32,none,own,2,skilled,2,no,no
15,good,car,2631,2,4,28,none,rent,2,skilled,1,yes,yes
12,poor,car,1503,4,4,41,none,rent,1,skilled,1,no,no
24,good,furniture/appliances,1311,4,3,26,none,own,1,skilled,1,yes,no
24,good,furniture/appliances,3105,4,2,25,none,own,2,skilled,1,no,no
21,critical,education,2319,2,1,33,none,rent,1,skilled,1,no,yes
6,good,car,1374,4,3,75,none,own,1,management,1,yes,no
18,critical,furniture/appliances,3612,3,4,37,none,own,1,skilled,1,yes,no
48,good,car,7763,4,4,42,bank,other,1,management,1,no,yes
18,good,furniture/appliances,3049,1,1,45,store,own,1,unskilled,1,no,no
12,good,furniture/appliances,1534,1,1,23,none,rent,1,skilled,1,no,yes
24,poor,car,2032,4,4,60,none,other,2,skilled,1,yes,no
30,good,furniture/appliances,6350,4,4,31,none,own,1,skilled,1,no,yes
18,good,furniture/appliances,2864,2,1,34,none,own,1,unskilled,2,no,yes
12,critical,car,1255,4,4,61,none,own,2,unskilled,1,no,no
24,poor,car,1333,4,2,43,none,other,2,skilled,2,no,yes
24,critical,car,2022,4,4,37,none,own,1,skilled,1,yes,no
24,good,furniture/appliances,1552,3,1,32,bank,own,1,skilled,2,no,no
12,very good,furniture/appliances,626,4,4,24,bank,own,1,unskilled,1,no,yes
48,critical,car,8858,2,1,35,none,other,2,skilled,1,yes,no
12,critical,renovations,996,4,4,23,none,own,2,skilled,1,no,no
6,very good,furniture/appliances,1750,2,4,45,bank,own,1,unskilled,2,no,no
48,good,furniture/appliances,6999,1,1,34,none,own,2,skilled,1,yes,yes
12,critical,car,1995,4,1,27,none,own,1,skilled,1,no,no
9,good,education,1199,4,4,67,none,own,2,management,1,yes,no
12,good,furniture/appliances,1331,2,1,22,store,own,1,skilled,1,no,yes
18,perfect,car,2278,3,3,28,none,own,2,skilled,1,no,yes
21,perfect,car,5003,1,4,29,bank,own,2,skilled,1,yes,yes
24,very good,furniture/appliances,3552,3,4,27,bank,own,1,skilled,1,no,yes
18,critical,furniture/appliances,1928,2,2,31,none,own,2,unskilled,1,no,yes
24,good,car,2964,4,4,49,bank,other,1,skilled,2,yes,no
24,very good,furniture/appliances,1546,4,4,24,bank,rent,1,unskilled,1,no,yes
6,poor,furniture/appliances,683,2,1,29,bank,own,1,skilled,1,no,no
36,good,car,12389,1,4,37,none,other,1,skilled,1,yes,yes
24,poor,business,4712,4,2,37,bank,own,2,management,1,yes,no
24,poor,furniture/appliances,1553,3,2,23,none,rent,2,skilled,1,yes,no
12,good,car,1372,2,3,36,none,own,1,skilled,1,no,yes
24,critical,furniture/appliances,2578,2,2,34,none,own,1,skilled,1,no,no
48,good,furniture/appliances,3979,4,1,41,none,own,2,skilled,2,yes,no
48,good,furniture/appliances,6758,3,2,31,none,own,1,skilled,1,yes,yes
24,good,furniture/appliances,3234,4,4,23,none,rent,1,unskilled,1,yes,yes
30,critical,furniture/appliances,5954,3,2,38,none,own,1,skilled,1,no,no
24,good,car,5433,2,4,26,none,rent,1,management,1,yes,no
15,good,business,806,4,4,22,none,own,1,unskilled,1,no,no
9,good,furniture/appliances,1082,4,4,27,none,own,2,unskilled,1,no,no
15,critical,furniture/appliances,2788,2,3,24,bank,own,2,skilled,1,no,no
12,good,furniture/appliances,2930,2,1,27,none,own,1,skilled,1,no,no
24,critical,education,1927,3,2,33,none,own,2,skilled,1,yes,no
36,critical,car,2820,4,4,27,none,own,2,skilled,1,no,yes
24,good,education,937,4,3,27,none,own,2,unskilled,1,no,no
18,critical,car,1056,3,3,30,bank,own,2,skilled,1,no,yes
12,critical,car,3124,1,3,49,bank,own,2,unskilled,2,no,no
9,good,furniture/appliances,1388,4,2,26,none,rent,1,skilled,1,no,no
36,good,renovations,2384,4,1,33,none,rent,1,unskilled,1,no,yes
12,good,car,2133,4,4,52,none,other,1,management,1,yes,no
18,good,furniture/appliances,2039,1,4,20,bank,rent,1,skilled,1,no,yes
9,critical,car,2799,2,2,36,none,rent,2,skilled,2,no,no
12,good,furniture/appliances,1289,4,1,21,none,own,1,unskilled,1,no,no
18,good,furniture/appliances,1217,4,3,47,none,own,1,unskilled,1,yes,yes
12,critical,furniture/appliances,2246,3,3,60,none,own,2,skilled,1,no,yes
12,critical,furniture/appliances,385,4,3,58,none,own,4,unskilled,1,yes,no
24,poor,car,1965,4,4,42,none,rent,2,skilled,1,yes,no
21,good,business,1572,4,4,36,bank,own,1,unskilled,1,no,no
24,good,car,2718,3,4,20,none,rent,1,unskilled,1,yes,yes
24,very good,car0,1358,4,3,40,store,own,1,management,1,yes,yes
6,very good,car,931,1,1,32,store,own,1,unskilled,1,no,yes
24,good,car,1442,4,4,23,none,rent,2,skilled,1,no,yes
24,perfect,business,4241,1,4,36,none,own,3,unskilled,1,yes,yes
18,critical,car,2775,2,2,31,bank,own,2,skilled,1,no,yes
24,poor,business,3863,1,2,32,none,other,1,skilled,1,no,no
7,good,furniture/appliances,2329,1,1,45,none,own,1,skilled,1,no,no
9,good,furniture/appliances,918,4,1,30,none,own,1,skilled,1,no,yes
24,very good,education,1837,4,4,34,bank,other,1,unskilled,1,no,yes
36,good,furniture/appliances,3349,4,2,28,none,own,1,management,1,yes,yes
10,good,furniture/appliances,1275,4,2,23,none,own,1,skilled,1,no,no
24,very good,furniture/appliances,2828,4,4,22,store,own,1,skilled,1,yes,no
24,critical,business,4526,3,2,74,none,own,1,management,1,yes,no
36,good,furniture/appliances,2671,4,4,50,none,other,1,skilled,1,no,yes
18,good,furniture/appliances,2051,4,1,33,none,own,1,skilled,1,no,no
15,good,car,1300,4,4,45,bank,other,1,skilled,2,no,no
12,good,furniture/appliances,741,4,3,22,none,own,1,skilled,1,no,yes
10,good,car,1240,1,4,48,none,other,1,unskilled,2,no,yes
21,good,furniture/appliances,3357,4,2,29,bank,own,1,skilled,1,no,no
24,very good,car,3632,1,4,22,bank,rent,1,skilled,1,no,no
18,poor,furniture/appliances,1808,4,1,22,none,own,1,skilled,1,no,yes
48,perfect,business,12204,2,2,48,bank,own,1,management,1,yes,no
60,poor,furniture/appliances,9157,2,2,27,none,other,1,management,1,no,no
6,critical,car,3676,1,3,37,none,rent,3,skilled,2,no,no
30,good,furniture/appliances,3441,2,4,21,none,rent,1,skilled,1,no,yes
12,good,car,640,4,2,49,none,own,1,unskilled,1,no,no
21,critical,business,3652,2,3,27,none,own,2,skilled,1,no,no
18,critical,car,1530,3,2,32,bank,own,2,skilled,1,no,yes
48,good,business,3914,4,2,38,bank,own,1,skilled,1,no,yes
12,good,furniture/appliances,1858,4,1,22,none,rent,1,skilled,1,no,no
18,good,furniture/appliances,2600,4,4,65,none,other,2,skilled,1,no,yes
15,good,furniture/appliances,1979,4,2,35,none,own,1,skilled,1,no,no
6,good,furniture/appliances,2116,2,2,41,none,own,1,skilled,1,yes,no
9,very good,car,1437,2,3,29,none,own,1,skilled,1,no,yes
42,critical,furniture/appliances,4042,4,4,36,none,own,2,skilled,1,yes,no
9,good,education,3832,1,4,64,none,own,1,unskilled,1,no,no
24,good,furniture/appliances,3660,2,4,28,none,own,1,skilled,1,no,no
18,very good,furniture/appliances,1553,4,3,44,bank,own,1,skilled,1,no,yes
15,good,furniture/appliances,1444,4,1,23,none,own,1,skilled,1,no,no
9,good,furniture/appliances,1980,2,2,19,none,rent,2,skilled,1,no,yes
24,good,car,1355,3,4,25,none,own,1,unskilled,1,yes,yes
12,good,education,1393,4,4,47,bank,own,3,skilled,2,yes,no
24,good,furniture/appliances,1376,4,1,28,none,own,1,skilled,1,no,no
60,poor,furniture/appliances,15653,2,4,21,none,own,2,skilled,1,yes,no
12,good,furniture/appliances,1493,4,3,34,none,own,1,skilled,2,no,no
42,poor,furniture/appliances,4370,3,2,26,bank,own,2,skilled,2,yes,yes
18,good,education,750,4,1,27,none,own,1,unemployed,1,no,yes
15,good,renovations,1308,4,4,38,none,own,2,unskilled,1,no,no
15,good,education,4623,3,2,40,none,own,1,management,1,yes,yes
24,critical,furniture/appliances,1851,4,2,33,none,own,2,skilled,1,yes,no
18,critical,furniture/appliances,1880,4,1,32,none,own,2,management,1,yes,no
36,poor,business,7980,4,4,27,none,rent,2,skilled,1,yes,yes
30,perfect,furniture/appliances,4583,2,2,32,none,own,2,skilled,1,no,no
12,good,car,1386,2,2,26,none,own,1,skilled,1,no,yes
24,good,car,947,4,3,38,bank,other,1,skilled,2,no,yes
12,good,education,684,4,4,40,none,rent,1,unskilled,2,no,yes
48,good,education,7476,4,1,50,none,other,1,management,1,yes,no
12,good,furniture/appliances,1922,4,2,37,none,own,1,unskilled,1,no,yes
24,good,car,2303,4,1,45,none,own,1,skilled,1,no,yes
36,poor,car,8086,2,4,42,none,own,4,management,1,yes,yes
24,critical,car,2346,4,3,35,none,own,2,skilled,1,yes,no
14,good,car,3973,1,4,22,none,other,1,skilled,1,no,no
12,good,car,888,4,4,41,bank,own,1,unskilled,2,no,yes
48,good,furniture/appliances,10222,4,3,37,store,own,1,skilled,1,yes,no
30,perfect,business,4221,2,1,28,none,own,2,skilled,1,no,no
18,critical,furniture/appliances,6361,2,1,41,none,own,1,skilled,1,yes,no
12,good,furniture/appliances,1297,3,4,23,none,rent,1,skilled,1,no,no
12,good,car,900,4,2,23,none,own,1,skilled,1,no,yes
21,good,furniture/appliances,2241,4,2,50,none,own,2,skilled,1,no,no
6,poor,furniture/appliances,1050,4,1,35,store,own,2,management,1,yes,no
6,critical,education,1047,2,4,50,none,own,1,unskilled,1,no,no
24,critical,car0,6314,4,2,27,bank,own,2,management,1,yes,no
30,very good,furniture/appliances,3496,4,2,34,store,own,1,skilled,2,yes,no
48,very good,business,3609,1,1,27,store,own,1,skilled,1,no,no
12,critical,car,4843,3,4,43,none,rent,2,skilled,1,yes,yes
30,critical,furniture/appliances,3017,4,4,47,none,own,1,skilled,1,no,no
24,critical,business,4139,3,3,27,none,own,2,unskilled,1,yes,no
36,good,business,5742,2,2,31,none,own,2,skilled,1,yes,no
60,good,car,10366,2,4,42,none,own,1,management,1,yes,no
6,critical,car,2080,1,2,24,none,own,1,skilled,1,no,no
21,poor,business,2580,4,2,41,bank,own,1,unskilled,2,no,yes
30,critical,furniture/appliances,4530,4,4,26,none,rent,1,management,1,yes,no
24,critical,furniture/appliances,5150,4,4,33,none,own,1,skilled,1,yes,no
72,good,furniture/appliances,5595,2,2,24,none,own,1,skilled,1,no,yes
24,good,furniture/appliances,2384,4,4,64,bank,rent,1,unskilled,1,no,no
18,good,furniture/appliances,1453,3,1,26,none,own,1,skilled,1,no,no
6,good,education,1538,1,2,56,none,own,1,skilled,1,no,no
12,good,furniture/appliances,2279,4,4,37,none,other,1,skilled,1,yes,no
15,poor,furniture/appliances,1478,4,3,33,bank,own,2,skilled,1,no,no
24,critical,furniture/appliances,5103,3,3,47,none,other,3,skilled,1,yes,no
36,poor,business,9857,1,3,31,none,own,2,unskilled,2,yes,no
60,good,car,6527,4,4,34,none,other,1,skilled,2,yes,no
10,critical,furniture/appliances,1347,4,2,27,none,own,2,skilled,1,yes,no
36,poor,car,2862,4,3,30,none,other,1,skilled,1,no,no
9,good,furniture/appliances,2753,3,4,35,none,own,1,skilled,1,yes,no
12,good,car,3651,1,3,31,none,own,1,skilled,2,no,no
15,critical,furniture/appliances,975,2,3,25,none,own,2,skilled,1,no,no
15,good,renovations,2631,3,2,25,none,own,1,unskilled,1,no,no
24,good,furniture/appliances,2896,2,1,29,none,own,1,skilled,1,no,no
6,critical,car,4716,1,3,44,none,own,2,unskilled,2,no,no
24,good,furniture/appliances,2284,4,2,28,none,own,1,skilled,1,yes,no
6,good,car,1236,2,4,50,none,rent,1,skilled,1,no,no
12,good,furniture/appliances,1103,4,3,29,none,own,2,skilled,1,no,no
12,critical,car,926,1,2,38,none,own,1,unemployed,1,no,no
18,critical,furniture/appliances,1800,4,2,24,none,own,2,skilled,1,no,no
15,good,education,1905,4,4,40,none,rent,1,management,1,yes,no
12,good,furniture/appliances,1123,4,4,29,none,rent,1,unskilled,1,no,yes
48,critical,car,6331,4,4,46,none,other,2,skilled,1,yes,yes
24,good,furniture/appliances,1377,4,2,47,none,other,1,skilled,1,yes,no
30,poor,business,2503,4,2,41,store,own,2,skilled,1,no,no
27,good,business,2528,4,1,32,none,own,1,skilled,2,yes,no
15,good,car,5324,1,4,35,none,other,1,skilled,1,no,no
48,good,car,6560,3,2,24,none,own,1,skilled,1,no,yes
12,perfect,furniture/appliances,2969,4,3,25,none,rent,2,skilled,1,no,yes
9,good,furniture/appliances,1206,4,4,25,none,own,1,skilled,1,no,no
9,good,furniture/appliances,2118,2,2,37,none,own,1,unskilled,2,no,no
18,critical,furniture/appliances,629,4,3,32,bank,own,2,management,1,yes,no
6,very good,education,1198,4,4,35,none,other,1,skilled,1,no,yes
21,good,car,2476,4,4,46,none,own,1,management,1,yes,no
9,critical,furniture/appliances,1138,4,4,25,none,own,2,unskilled,1,no,no
60,good,car,14027,4,2,27,none,own,1,management,1,yes,yes
30,critical,car,7596,1,4,63,none,own,2,skilled,1,no,no
30,critical,furniture/appliances,3077,3,2,40,none,own,2,skilled,2,yes,no
18,good,furniture/appliances,1505,4,2,32,none,other,1,management,1,yes,no
24,critical,furniture/appliances,3148,3,2,31,none,own,2,skilled,1,yes,no
20,perfect,car,6148,3,4,31,bank,own,2,skilled,1,yes,no
9,perfect,furniture/appliances,1337,4,2,34,none,own,2,management,1,yes,yes
6,very good,education,433,4,2,24,bank,rent,1,skilled,2,no,yes
12,good,car,1228,4,2,24,none,own,1,unskilled,1,no,yes
9,good,furniture/appliances,790,4,3,66,none,own,1,unskilled,1,no,no
27,good,car,2570,3,3,21,none,rent,1,skilled,1,no,yes
6,critical,car,250,2,2,41,bank,own,2,unskilled,1,no,no
15,critical,furniture/appliances,1316,2,2,47,none,own,2,unskilled,1,no,no
18,good,furniture/appliances,1882,4,4,25,bank,rent,2,skilled,1,no,yes
48,very good,business,6416,4,3,59,none,rent,1,skilled,1,no,yes
24,critical,business,1275,2,4,36,none,own,2,skilled,1,yes,no
24,poor,furniture/appliances,6403,1,2,33,none,own,1,skilled,1,no,no
24,good,furniture/appliances,1987,2,4,21,none,rent,1,unskilled,2,no,yes
8,good,furniture/appliances,760,4,2,44,none,own,1,unskilled,1,no,no
24,good,car,2603,2,4,28,none,rent,1,skilled,1,yes,no
4,critical,car,3380,1,1,37,none,own,1,skilled,2,no,no
36,very good,furniture/appliances,3990,3,2,29,bank,own,1,unemployed,1,no,no
24,good,car,11560,1,4,23,none,rent,2,management,1,no,yes
18,good,car,4380,3,4,35,none,own,1,unskilled,2,yes,no
6,critical,car,6761,1,3,45,none,own,2,management,2,yes,no
30,perfect,business,4280,4,4,26,none,rent,2,unskilled,1,no,yes
24,very good,car,2325,2,3,32,bank,own,1,skilled,1,no,no
10,very good,furniture/appliances,1048,4,4,23,store,own,1,unskilled,1,no,no
21,good,furniture/appliances,3160,4,3,41,none,own,1,skilled,1,yes,no
24,very good,furniture/appliances,2483,4,4,22,store,own,1,skilled,1,yes,no
39,critical,furniture/appliances,14179,4,4,30,none,own,2,management,1,yes,no
13,critical,business,1797,3,1,28,bank,own,2,unskilled,1,no,no
15,good,car,2511,1,4,23,none,rent,1,skilled,1,no,no
12,good,car,1274,3,1,37,none,own,1,unskilled,1,no,yes
21,good,car,5248,1,3,26,none,own,1,skilled,1,no,no
15,good,car,3029,2,2,33,none,own,1,skilled,1,no,no
6,good,furniture/appliances,428,2,1,49,bank,own,1,skilled,1,yes,no
18,good,car,976,1,2,23,none,own,1,unskilled,1,no,yes
12,good,business,841,2,4,23,none,rent,1,unskilled,1,no,no
30,critical,furniture/appliances,5771,4,2,25,none,own,2,skilled,1,no,no
12,poor,renovations,1555,4,4,55,none,other,2,skilled,2,no,yes
24,good,car,1285,4,4,32,none,rent,1,skilled,1,no,yes
6,critical,car,1299,1,1,74,none,own,3,unemployed,2,no,no
15,critical,furniture/appliances,1271,3,4,39,none,other,2,skilled,1,yes,yes
24,good,car,1393,2,2,31,none,own,1,skilled,1,yes,no
12,critical,car,691,4,3,35,none,own,2,skilled,1,no,yes
15,critical,car,5045,1,4,59,none,own,1,skilled,1,yes,no
18,critical,furniture/appliances,2124,4,4,24,none,rent,2,skilled,1,no,yes
12,good,furniture/appliances,2214,4,3,24,none,own,1,unskilled,1,no,no
21,critical,car,12680,4,4,30,none,other,1,management,1,yes,yes
24,critical,car,2463,4,3,27,none,own,2,skilled,1,yes,no
12,good,furniture/appliances,1155,3,3,40,bank,own,2,unskilled,1,no,no
30,good,furniture/appliances,3108,2,4,31,none,own,1,unskilled,1,no,yes
10,good,car,2901,1,4,31,none,rent,1,skilled,1,no,no
12,critical,furniture/appliances,3617,1,4,28,none,rent,3,skilled,1,yes,no
12,critical,furniture/appliances,1655,2,4,63,none,own,2,unskilled,1,yes,no
24,good,car,2812,2,4,26,none,rent,1,skilled,1,no,no
36,critical,education,8065,3,2,25,none,own,2,management,1,yes,yes
21,critical,car,3275,1,4,36,none,own,1,management,1,yes,no
24,critical,furniture/appliances,2223,4,4,52,bank,own,2,skilled,1,no,no
12,critical,car,1480,2,4,66,bank,other,3,unemployed,1,no,no
24,good,car,1371,4,4,25,none,rent,1,skilled,1,no,yes
36,critical,car,3535,4,4,37,none,own,2,skilled,1,yes,no
18,good,furniture/appliances,3509,4,1,25,none,own,1,skilled,1,no,no
36,critical,car,5711,4,2,38,none,own,2,management,1,yes,no
18,good,renovations,3872,2,4,67,none,own,1,skilled,1,yes,no
39,critical,furniture/appliances,4933,2,2,25,none,own,2,skilled,1,no,yes
24,critical,car,1940,4,4,60,none,own,1,skilled,1,yes,no
12,perfect,education,1410,2,2,31,none,own,1,unskilled,1,yes,no
12,good,car,836,4,2,23,bank,own,1,unskilled,1,no,yes
20,good,car,6468,1,4,60,none,own,1,management,1,yes,no
18,good,business,1941,4,2,35,none,own,1,unskilled,1,yes,no
22,good,furniture/appliances,2675,3,4,40,none,own,1,skilled,1,no,no
48,critical,car,2751,4,3,38,none,own,2,skilled,2,yes,no
48,poor,education,6224,4,4,50,none,other,1,skilled,1,no,yes
